catalogNumber,recordedBy,scientificName,family,institutionCode,continent,country,stateProvince,county,municipality,locality
TULV17649,A. Castaño N.,Anthurium,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Barragán,"Corregimiento de Barragán, Finca El Sinú"
TULV1189,L. A. Millan,Beilschmiedia,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Bugalagrande,Ceilán,"Corregimiento Ceilan, Vereda La Esmeralda, finca El Diamante."
TULV3012,H. Cuadros,Beilschmiedia,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Sevilla,Alto El Recreo,"Corregimiento Alto El Recreo, Hacienda La Esmeralda."
TULV4844,W. Devia,Cinnamomum triplinerve (Ruiz & Pav.) Kosterm.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Cali,Sin especificar,"Flora ornamental de la ciudad de Cali, perimetro urbano, Sta. Monica, Avda. 9a. Calle 22 bis."
TULV4845,W. Devia,Cinnamomum triplinerve (Ruiz & Pav.) Kosterm.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Cali,Sin especificar,"Flora ornamental de la ciudad de Cali, perimetro urbano, Sta. Monica, Avda. 9a. Calle 22 bis."
TULV5045,W. Devia,Cinnamomum triplinerve (Ruiz & Pav.) Kosterm.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Cali,Sin especificar,"Flora ornamental de la ciudad de Cali, perimetro urbano, Unidad Residencial ciudad Capri 9a - 34,"
TULV5185,C. López,Beilschmiedia,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Sevilla,Sin especificar,Situado a orilla de la Quebrada La Raquelita.
TULV5397,W. Devia,Cinnamomum zeylanicum Nees.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Andalucía,Sin especificar,"Flora ornamental de la ciudad de Andalucia, Solar en casa."
TULV5713,"W. Devia, F. Prado",Licaria,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Santa Lucía,"Corregimiento Santa Lucia, Hacienda La Cascada, Cerros del Japón."
TULV5714,"W. Devia, F. Prado",Licaria,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Santa Lucía,"Corregimiento Santa Lucia, Hacienda La Cascada, Cerros del Japón."
TULV6626,"W. Devia, R. Bernal, F. Prado",Aniba,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Monteloro,"Corregimiento Monteloro, Vereda La Mansión, finca La Mansión."
TULV7326,"W. Devia, R. Bernal, F. Prado",Endlicheria,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,San Isidro,"Corregimiento San Isidro, Quebrada Ordoñez."
TULV7491,"W. Devia, R. Bernal, F. Prado",Licaria,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,San Isidro,"Corregimiento San Isidro, Cartón Colombia, frente Hans."
TULV8561,T. B. Croat,Ocotea macrophylla Kunth,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Yotoco,Sin especificar,"Cordillera Occidental, eastern slopes, along highway between Dapa and Loboguerrero at Parque Yotoco."
TULV10772,"W. Devia, D. Cardenas, A. Cruz",Endlicheria,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Choco. Transecto 3."
TULV10774,"W. Devia, D. Cardenas, A. Cruz",Endlicheria,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Choco. Transecto 3."
TULV10775,"W. Devia, D. Cardenas, A. Cruz",Endlicheria,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, bosque pluvial Tropical, Región Fitogeográfica del Choco. Transecto 6."
TULV10789,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",Endlicheria,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Reserva Natural río Escalerete, bosque pluvial Tropical. Transecto 11."
TULV11239,"K. S. Edwards, W. Devia",Endlicheria,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Santa Lucía,"On road Santa Lucia, Hacienda Cascada."
TULV11366,"K. S. Edwards, A. Cogollo",Aniba,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Antioquia,Urrao,Sin especificar,Vereda San Jose.
TULV12100,"R. Ruiz, E. Correa, P. Ospina",Cinnamomum,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Cerrito,El Moral,Corregimiento El Moral. (SE Tenerife)
TULV12272,"W. Devia, A. Cogollo, G. Ramirez, A. Cruz",Endlicheria,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Reserva Natural río Escalerete, bosque pluvial Tropical. Transecto 20."
TULV12625,"W. Devia, A. Cogollo, A. Cruz, S. Gonzalez",Endlicheria,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Córdoba,"Corregimiento Cordoba, San Cipriano, Reserva Natural río Escalerete, Región Biogeográfica del Choco. Montaje parcelas permanentes Investigación-Cuad.:E19, Ind: 388,"
TULV13726,"W. Devia, J. Adarve, A. Cruz",Beilschmiedia,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Fenicia,"Corregimiento de Fenicia, Km. 10 Vereda la Vigoroza"
TULV14068,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Beilschmiedia,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 8, Individuo 288."
TULV14074,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Licaria,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 1, Individuo 3."
TULV14216,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Licaria,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 9, Individuo 317."
TULV14222,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Nectandra membranacea (Sw.) Griseb.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 3, Individuo 76."
TULV14223,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Nectandra  membranacea (Sw.) Griseb.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 6, Individuo 181."
TULV14227,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Nectandra membranacea (Sw.) Griseb.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 10, Individuo 335."
TULV14229,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Ocotea macrophylla Kunth,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 3, Individuo 85."
TULV14230,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Nectandra membranacea (Sw.) Griseb.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,"Corregimiento Portugal de Piedras. Reserva Natural de Liverpool, Transecto 5, Individuo 170."
TULV14830,"J. P. Medina, W. Devia, J. Adarve, A. Cruz",Beilschmiedia,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,Corregimiento Portugal de Piedras. Reserva Natural de Liverpool. Individuo Fuera del Transecto. 2.6 Km. de la casa vieja. Margen Derecha de la vía a El Rubí. Bosque Primario.  Borde de la carretera
TULV15060,W. Devia,Ocotea macrophylla Kunth,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Fenicia,"Corregimiento Fenicia, La Vigoroza - Finca La Mariela"
TULV15137,W. Devia,Beilschmiedia,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Sin especificar,"Vía La Judea - La Zulia, Vereda Los Alpes"
TULV15815,"W. Devia, J. Adarve. A. Cruz, V. Ledezma",Beilschmiedia,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Risaralda,Santuario,Sin especificar,"Vereda Planes de San Rafael, PNN Tatama, al frente de la Cabaña del parque."
TULV15847,"W. Devia, J. Adarve, A. Cruz",Cinnamomum triplinerve (Ruiz & Pav.) Kosterm.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Restrepo,Muñeco,"Corregimiento Muñeco, Valle del Dorado, Finca Gilberto Aristizabal"
TULV15850,"W. Devia, J. Adarve, A. Cruz",Beilschmiedia,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Restrepo,Muñeco,"Corregimiento Muñeco, Valle del Dorado, Finca Gilberto Aristizabal"
TULV15853,"W. Devia, J. Adarve, A. Cruz",Beilschmiedia,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Restrepo,Muñeco,"Corregimiento Muñeco, Valle del Dorado, Finca Gilberto Aristizabal"
TULV15854,"W. Devia, J. Adarve, A. Cruz",Beilschmiedia,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Restrepo,Muñeco,"Corregimiento Muñeco, Valle del Dorado, Finca Gilberto Aristizabal"
TULV16010,"W. Devia, J. Adarve",Nectandra membranacea (Sw.) Griseb.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,El Dovio,Sin especificar,"Finca Tapias, de los Urdinolas."
TULV16014,"W. Devia, J. Adarve",Nectandra membranacea (Sw.) Griseb.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,El Dovio,Sin especificar,"Finca Tapias, de los Urdinolas."
TULV16058,"W. Devia, J. Adarve",Nectandra membranacea (Sw.) Griseb.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,El Dovio,Sin especificar,"Finca Tapias, de los Urdinolas."
TULV16075,"W. Devia, J. Adarve",Cinnamomum,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Restrepo,Muñeco,"Corregimiento Muñeco, Valle del Dorado, Finca la Loma, Propietario Gilberto Aristizabal"
TULV16101,"W. Devia, J. Adarve",Beilschmiedia,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Restrepo,Muñeco,"Corregimiento Muñeco, Valle del Dorado, Finca la Loma, Propietario Gilberto Aristizabal"
TULV16123,"W. Devia, J. Adarve",Beilschmiedia,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Restrepo,Muñeco,"Corregimiento Muñeco, Valle del Dorado, Finca la Loma, Propietario Gilberto Aristizabal"
TULV16144,"W. Devia, J. Adarve",Aniba,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Versalles,Sin especificar,"Finca Sendero Ecológico, Aguas Lindas"
TULV16146,"W. Devia, J. Adarve",Aniba,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Versalles,Sin especificar,"Finca Sendero Ecológico, Aguas Lindas"
TULV16558,"W. Devia, I. D. Devia, J. Diaz, J. Adarve",Aniba,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Trujillo,Andinápolis,"Corregimiento Andinápolis, Vereda La Arauca, finca El Porvenir, de Don Cervando Gomez G."
TULV16860,"W. Devia, J. Adarve, A. Cruz, A. Hernandez",Nectandra membrenacea (Sw.) Griseb.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Monteloro,"Corregimiento Monteloro, Vereda San Marcos, Reserva Gualandayes del señor Euclides Rincon"
TULV16871,"W. Devia, J. Adarve, A. Cruz, A. Hernandez",Licaria,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Monteloro,"Corregimiento San Lorenzo, Vereda Aguacate, Reserva Vaticano del Municipio de Tuluá"
TULV16922,"W. Devia, J. Adarve, A. Cruz, A. Hernandez",Ocotea macrophylla Kunth,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,Monteloro,"Corr. Monteloro, Vda. Santa Helena, Reserva Piedritas del señor Launfal Cruz"
TULV16289,"W. Devia, J. Adarve, A. Cruz, I. Devia, M.Rodriguez, C. Narvaez, S. Armero",Licaria,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Nariño,Pasto,Sin especificar,"Cerro Morasurco, Hacienda Daza, en la vía Pasto - Buesaco, Parcela Permanente de Monitoreo, árbol 421, tramo II, Cuad. 12"
TULV7526,"W. Devia, F. Prado",Anthurium acanthospadix Croat & Oberle,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,San Isidro,"Corregimiento San Isidro, vía Canalete-Malaga, frente a Cartón Colombia."
TULV4491,"W. Devia, C. López",Endlicheria rubiflora Mez,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Sevilla,Sin especificar,"Vía Sevilla-La Raquelita, a orilla de la Quebrada La Raquelita."
TULV1549,W. Devia,Nectandra membranacea (Sw.) Griseb.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Versalles,Sin especificar,"Bocatoma Acueducto Municipal, Noroeste de Versalles, finca Maribel."
TULV1588,W. Devia,Nectandra membranacea (Sw.) Griseb.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Versalles,Sin especificar,"A 3 Km. via a Campo Alegre, bosque secundario."
TULV13341,"W. Devia, J. Adarve",Beilschmiedia,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Riofrío,Portugal de Piedras,"Corregimiento Portugal de Piedras a 8 Km. vía Portugal-Reserva Liverpool, orilla río Piedras."
TULV4738,W. Devia,Cinnamomum triplinerve (Ruiz & Pav.) Kosterm.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Cali,Sin especificar,Sin especificar
TULV12207,W. Devia,Cinnamomum triplinerve (Ruiz & Pav.) Kosterm.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Cali,Sin especificar,Sin especificar
TULV2045,W. Devia,Nectandra purpurea (Ruiz & Pav.) Mez,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Sin especificar,"Vereda Campo Alegre, finca Los Bambues, Calima III."
TULV2085,W. Devia,Nectandra purpurea (Ruiz & Pav.) Mez,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Sin especificar,"Vereda Campo Alegre, desembocadura río Bravo."
TULV15562,"R. J. Mejia, J. H. Camacho.",Nectandra membranacea (Sw.) Griseb.,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Meta,Menagua,Sin especificar,"Intendencia del Meta: Llanos Orientales: serranía de Menegua, km 117"
TULV16991,T. Cano P.,Beilschmiedia,LAURACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Tuluá,La Iberia,Corregimiento La Iberia. Prados Los Laureles
TULV1046,H. Murphy,Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Bajo Calima,"Corregimiento Bajo Calima, Cartón Colombia, transect El Dindo, rainfall 7800 mm/year."
TULV1143,H. Murphy,Anthurium noramurphiae Croat,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Cali,Sin especificar,"Villa Carmelo, 1000 mm. rain anually."
TULV1144,H. Murphy,Anthurium recavum Croat,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Cali,Sin especificar,"Villa Carmelo, 1000 mm. rain anually."
TULV1211,L. A. Millan,Anthurium sect. Cardiolonchium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Andalucía,Sin especificar,"Vereda Altaflor, canada Los Tambores."
TULV1648,L. E. Forero,Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,Pichimá,Sin especificar,"Región del río Pichimá, comunidad indígena Waunana."
TULV1649,L. E. Forero,Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,Pichimá,Sin especificar,"Región del río Pichimá, comunidad indígena Waunana."
TULV1996,P. Silverstone,Anthurium orteganum Engl.,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Sin especificar,"Vía Lago Calima, a casa Campo Alegre, paralelo al río."
TULV1997,P. Silverstone,Anthurium orteganum Engl.,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Sin especificar,"Vía Lago Calima, a casa Campo Alegre, paralelo al río."
TULV2034,W. Devia,Anthurium sp. nov. sect. Digittiinervium,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Sin especificar,"Vereda Campo Alegre, desembocadura rio Bravo."
TULV2220,P. Silverstone,Anthurium jesusii Croat,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Sin especificar,"Vía entre Lago Calima y Campo Alegre (casa), paralelo al río."
TULV2221,P. Silverstone,Anthurium jesusii Croat,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Calima El Darien,Sin especificar,"Vía entre Lago Calima y Campo Alegre (casa), paralelo al río."
TULV2489,L. E. Forero,Anthurium sect. Calomystrium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,Pichimá,Sin especificar,"Región del río Pichima, comunidad indígena Waunana"
TULV2499,L. E. Forero,Anthurium polyneuron Sodiro,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,Pichimá,Sin especificar,Comunidad indígena Waunana
TULV2504,L. E. Forero,Anthurium sect. Calomystrium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,Pichimá,Sin especificar,"Región del río Pichima, comunidad indígena Waunana"
TULV2652,P. Silverstone,Anthurium tenerum Engl.,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,San José del Palmar,Sin especificar,"Cerro del Torra, Vertiente Nororiental, arriba del helipuerto, bosque de neblina primario"
TULV2664,"P. Silverstone, N. Paz, A. Duque",Anthurium licium Croat & Oberle,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Chocó,San José del Palmar,Sin especificar,"Cerro del Torra, Vertiente Nororiental, arriba del helipuerto, bosque de nublina primario, con mucho musgo."
TULV4194,P. Silverstone,Anthurium myosuroides (Kunth) Endl.,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Cartago,Sin especificar,"Modin-Villa Rodas, cima Montechara."
TULV4699,W. Devia,Anthurium sect. Polyneurium Engl.,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Sin especificar,"Campamento El Chanco, Proyecto Calima III, CVC."
TULV7115,"W. Devia, R. Bernal, F. Prado",Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Chancos,"Corregimiento Chancos, orilla río Calima."
TULV7119,"W. Devia, R. Bernal, F. Prado",Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Chancos,"Corregimiento Chancos, orilla río Calima."
TULV7139,"W. Devia, F. Prado",Anthurium daguense Engl.,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Chancos,"Corregimiento Chancos, orilla río Calima."
TULV7143,"W. Devia, F. Prado",Anthurium sect. Calomystrium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Chancos,"Corregimiento Chancos, orilla río Calima."
TULV7159,"W. Devia, R. Bernal, F. Prado",Anthurium sect. Calomystrium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Chancos,"Corregimiento Chancos, orilla río Calima, campamento CVC."
TULV7173,"W. Devia, R. Bernal, F. Prado",Syngonium,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Chancos,"Corregimiento Chancos, orilla río Calima, campamento CVC"
TULV7175,"W. Devia, R. Bernal, F. Prado",Anthurium sect. Calomystrium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,Chancos,"Corregimiento Chancos, orilla río Calima, campamento CVC"
TULV7547,"W. Devia, R. Bernal, E. Linares",Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,San Francisco,"Corregimiento San Francisco, Vereda Calle Larga, río Naya."
TULV7549,"W. Devia, R. Bernal, E. Linares",Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,San Francisco,"Corregimiento San Francisco, Vereda Calle Larga, río Naya."
TULV7560,W. Devia,Anthurium sect. Porphyrochitonium Schott,ARACEAE,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,SA,Colombia,Valle del Cauca,Buenaventura,San Francisco,"Corregimiento San Francisco, Vereda Calle Larga, río Naya."
